secs,&nbsp;4 20:22+497&gt;20
26091,13.01
26091.5,13.04
26092,13.07
26092.5,13.08
26093,13.05
26093.5,13.00
26094,13.00
26094.5,13.01
26095,12.96
26095.5,12.97
26096,12.97
26096.5,12.99
26097,12.94
26097.5,12.90
26098,12.92
26098.5,12.89
26099,12.87
26099.5,12.89
26100,12.88
26100.5,12.88
26101,12.89
26101.5,12.89
26102,12.89
26102.5,12.92
26103,12.92
26103.5,12.91
26104,12.91
26104.5,12.91
26105,12.91
26105.5,12.92
26106,12.91
26106.5,12.94
26107,12.95
26107.5,12.94
26108,12.95
26108.5,12.95
26109,12.97
26109.5,12.99
26110,12.99
26110.5,12.98
26111,12.99
26111.5,12.97
26112,12.97
26112.5,12.98
26113,13.04
26113.5,13.03
26114,13.04
26114.5,13.05
26115,13.05
26115.5,13.05
26116,13.05
26116.5,13.05
26117,13.04
26117.5,13.04
26118,13.05
26118.5,13.09
26119,13.09
26119.5,13.09
26120,13.09
26120.5,13.10
26121,13.08
26121.5,13.11
26122,13.11
26122.5,13.11
26123,13.13
26123.5,13.15
26124,13.18
26124.5,13.15
26125,13.14
26125.5,13.09
26126,13.09
26126.5,13.08
26127,13.02
26127.5,13.03
26128,13.02
26128.5,12.96
26129,12.93
26129.5,12.91
26130,12.89
26130.5,12.86
26131,12.87
26131.5,12.84
26132,12.86
26132.5,12.88
26133,12.89
26133.5,12.89
26134,12.89
26134.5,12.92
26135,12.95
26135.5,12.96
26136,12.95
26136.5,12.94
26137,12.94
26137.5,12.93
26138,12.94
26138.5,12.95
26139,12.96
26139.5,12.98
26140,12.99
26140.5,12.99
26141,13.01
26141.5,13.01
26142,13.02
26142.5,13.02
26143,13.02
26143.5,13.00
26144,13.01
26144.5,13.03
26145,13.02
26145.5,13.02
26146,13.01
26146.5,13.02
26147,13.04
26147.5,13.03
26148,13.00
26148.5,13.03
26149,13.04
26149.5,13.09
26150,13.09
26150.5,13.12
26151,13.13
26151.5,13.14
26152,13.14
26152.5,13.14
26153,13.11
26153.5,13.08
26154,13.06
26154.5,13.07
26155,13.09
26155.5,13.08
26156,13.08
26156.5,13.10
26157,13.09
26157.5,13.09
26158,13.12
26158.5,13.12
26159,13.11
26159.5,13.12
26160,13.15
26160.5,13.17
26161,13.19
26161.5,13.19
26162,13.22
26162.5,13.23
26163,13.27
26163.5,13.26
26164,13.25
26164.5,13.25
26165,13.25
26165.5,13.23
26166,13.24
26166.5,13.24
26167,13.22
26167.5,13.22
26168,13.18
26168.5,13.18
26169,13.19
26169.5,13.21
26170,13.23
26170.5,13.22
26171,13.21
26171.5,13.24
26172,13.25
26172.5,13.26
26173,13.28
26173.5,13.24
26174,13.23
26174.5,13.24
26175,13.25
26175.5,13.28
26176,13.29
26176.5,13.25
26177,13.29
26177.5,13.25
26178,13.26
26178.5,13.27
26179,13.29
26179.5,13.27
26180,13.27
26180.5,13.26
26181,13.25
26181.5,13.22
26182,13.24
26182.5,13.24
26183,13.24
26183.5,13.22
26184,13.20
26184.5,13.18
26185,13.17
26185.5,13.14
26186,13.15
26186.5,13.19
26187,13.17
26187.5,13.17
26188,13.17
26188.5,13.18
26189,13.19
26189.5,13.19
26190,13.18
26190.5,13.18
26191,13.17
26191.5,13.22
26192,13.20
26192.5,13.20
26193,13.25
26193.5,13.28
26194,13.30
26194.5,13.29
26195,13.30
26195.5,13.32
26196,13.32
26196.5,13.30
26197,13.30
26197.5,13.26
26198,13.32
26198.5,13.33
26199,13.34
26199.5,13.38
26200,13.40
26200.5,13.40
26201,13.41
26201.5,13.43
26202,13.49
26202.5,13.42
26203,13.41
26203.5,13.39
26204,13.37
26204.5,13.36
26205,13.34
26205.5,13.31
26206,13.32
26206.5,13.31
26207,13.34
26207.5,13.32
26208,13.33
26208.5,13.31
26209,13.26
26209.5,13.27
26210,13.27
26210.5,13.24
26211,13.25
26211.5,13.27
26212,13.32
26212.5,13.32
26213,13.32
26213.5,13.32
26214,13.33
26214.5,13.33
26215,13.34
26215.5,13.37
26216,13.37
26216.5,13.38
26217,13.36
26217.5,13.37
26218,13.36
26218.5,13.34
26219,13.36
26219.5,13.37
26220,13.38
26220.5,13.37
26221,13.37
26221.5,13.37
26222,13.40
26222.5,13.40
26223,13.41
26223.5,13.46
26224,13.44
26224.5,13.44
26225,13.45
26225.5,13.44
26226,13.43
26226.5,13.41
26227,13.39
26227.5,13.38
26228,13.37
26228.5,13.36
26229,13.37
26229.5,13.37
26230,13.38
26230.5,13.39
26231,13.39
26231.5,13.41
26232,13.44
26232.5,13.41
26233,13.42
26233.5,13.42
26234,13.42
26234.5,13.41
26235,13.42
26235.5,13.46
26236,13.44
26236.5,13.44
26237,13.41
26237.5,13.40
26238,13.41
26238.5,13.39
26239,13.40
26239.5,13.42
26240,13.44
26240.5,13.44
26241,13.45
26241.5,13.42
26242,13.42
26242.5,13.42
26243,13.44
26243.5,13.46
26244,13.46
26244.5,13.45
26245,13.45
26245.5,13.43
26246,13.40
26246.5,13.38
26247,13.36
26247.5,13.36
26248,13.30
26248.5,13.29
26249,13.28
26249.5,13.25
26250,13.31
26250.5,13.31
26251,13.30
26251.5,13.29
26252,13.25
26252.5,13.23
26253,13.24
26253.5,13.24
26254,13.24
26254.5,13.21
26255,13.21
26255.5,13.18
26256,13.15
26256.5,13.17
26257,13.11
26257.5,13.12
26258,13.10
26258.5,13.10
26259,13.13
26259.5,13.13
26260,13.21
26260.5,13.22
26261,13.24
26261.5,13.24
26262,13.24
26262.5,13.22
26263,13.28
26263.5,13.27
26264,13.28
26264.5,13.32
26265,13.29
26265.5,13.27
26266,13.28
26266.5,13.27
26267,13.29
26267.5,13.30
26268,13.28
26268.5,13.29
26269,13.27
26269.5,13.29
26270,13.30
26270.5,13.29
26271,13.29
26271.5,13.29
26272,13.29
26272.5,13.32
26273,13.35
26273.5,13.34
26274,13.33
26274.5,13.35
26275,13.34
26275.5,13.33
26276,13.32
26276.5,13.33
26277,13.31
26277.5,13.30
26278,13.30
26278.5,13.30
26279,13.28
26279.5,13.27
26280,13.27
26280.5,13.28
26281,13.32
26281.5,13.33
26282,13.31
26282.5,13.32
26283,13.32
26283.5,13.32
26284,13.31
26284.5,13.30
26285,13.29
26285.5,13.26
26286,13.24
26286.5,13.23
26287,13.21
26287.5,13.20
26288,13.21
26288.5,13.20
26289,13.21
26289.5,13.20
26290,13.21
26290.5,13.23
26291,13.21
26291.5,13.19
26292,13.20
26292.5,13.21
26293,13.19
26293.5,13.16
26294,13.15
26294.5,13.21
26295,13.26
26295.5,13.27
26296,13.30
26296.5,13.29
26297,13.32
26297.5,13.34
26298,13.34
26298.5,13.38
26299,13.39
26299.5,13.42
26300,13.44
26300.5,13.45
26301,13.47
26301.5,13.46
26302,13.47
26302.5,13.48
26303,13.50
26303.5,13.50
26304,13.49
26304.5,13.48
26305,13.48
26305.5,13.48
26306,13.47
26306.5,13.46
26307,13.44
26307.5,13.44
26308,13.43
26308.5,13.44
26309,13.41
26309.5,13.39
26310,13.35
26310.5,13.34
26311,13.33
26311.5,13.34
26312,13.32
26312.5,13.32
26313,13.31
26313.5,13.29
26314,13.30
26314.5,13.28
26315,13.27
26315.5,13.28
26316,13.26
26316.5,13.28
26317,13.29
26317.5,13.28
26318,13.24
26318.5,13.22
26319,13.20
26319.5,13.21
26320,13.22
26320.5,13.23
26321,13.26
26321.5,13.25
26322,13.21
26322.5,13.22
26323,13.24
26323.5,13.20
26324,13.25
26324.5,13.27
26325,13.27
26325.5,13.29
26326,13.31
26326.5,13.34
26327,13.33
26327.5,13.33
26328,13.36
26328.5,13.37
26329,13.41
26329.5,13.40
26330,13.37
26330.5,13.38
26331,13.39
26331.5,13.38
26332,13.36
26332.5,13.33
26333,13.32
26333.5,13.30
26334,13.32
26334.5,13.31
26335,13.28
26335.5,13.28
26336,13.42
26336.5,13.31
26337,13.30
26337.5,13.25
26338,13.23
26338.5,13.24
26339,13.22
26339.5,13.23
26340,13.20
26340.5,13.20
26341,13.21
26341.5,13.23
26342,13.21
26342.5,13.18
26343,13.19
26343.5,13.18
26344,13.18
26344.5,13.17
26345,13.12
26345.5,13.24
26346,13.26
26346.5,13.30
26347,13.34
26347.5,13.36
26348,13.34
26348.5,13.33
26349,13.30
26349.5,13.32
26350,13.36
26350.5,13.38
26351,13.36
26351.5,13.33
26352,13.30
26352.5,13.30
26353,13.31
26353.5,13.32
26354,13.31
26354.5,13.31
26355,13.29
26355.5,13.31
26356,13.29
26356.5,13.28
26357,13.29
26357.5,13.27
26358,13.27
26358.5,13.27
26359,13.25
26359.5,13.26
26360,13.24
26360.5,13.23
26361,13.26
26361.5,13.28
26362,13.28
26362.5,13.27
26363,13.31
26363.5,13.35
26364,13.36
26364.5,13.37
26365,13.34
26365.5,13.33
26366,13.35
26366.5,13.38
26367,13.37
26367.5,13.38
26368,13.38
26368.5,13.39
26369,13.37
26369.5,13.40
26370,13.38
26370.5,13.36
26371,13.36
26371.5,13.36
26372,13.37
26372.5,13.34
26373,13.33
26373.5,13.33
26374,13.32
26374.5,13.33
26375,13.31
26375.5,13.32
26376,13.31
26376.5,13.34
26377,13.33
26377.5,13.34
26378,13.37
26378.5,13.36
26379,13.37
26379.5,13.36
26380,13.34
26380.5,13.33
26381,13.35
26381.5,13.34
26382,13.33
26382.5,13.36
26383,13.36
26383.5,13.34
26384,13.34
26384.5,13.31
26385,13.29
26385.5,13.28
26386,13.24
26386.5,13.24
26387,13.22
26387.5,13.22
26388,13.23
26388.5,13.22
26389,13.20
26389.5,13.22
26390,13.21
26390.5,13.18
26391,13.15
26391.5,13.16
26392,13.13
26392.5,13.14
26393,13.15
26393.5,13.13
26394,13.13
26394.5,13.16
26395,13.18
26395.5,13.17
26396,13.19
26396.5,13.21
26397,13.21
26397.5,13.18
26398,13.19
26398.5,13.23
26399,13.21
26399.5,13.23
26400,13.24
26400.5,13.24
26401,13.27
26401.5,13.25
26402,13.25
26402.5,13.27
26403,13.27
26403.5,13.27
26404,13.30
26404.5,13.30
26405,13.32
26405.5,13.30
26406,13.32
26406.5,13.32
26407,13.31
26407.5,13.30
26408,13.32
26408.5,13.34
26409,13.32
26409.5,13.31
26410,13.34
26410.5,13.36
26411,13.39
26411.5,13.38
26412,13.36
26412.5,13.36
26413,13.36
26413.5,13.36
26414,13.36
26414.5,13.35
26415,13.34
26415.5,13.34
26416,13.32
26416.5,13.32
26417,13.31
26417.5,13.31
26418,13.32
26418.5,13.32
26419,13.32
26419.5,13.35
26420,13.33
26420.5,13.35
26421,13.34
26421.5,13.32
26422,13.33
26422.5,13.31
26423,13.32
26423.5,13.30
26424,13.31
26424.5,13.30
26425,13.29
26425.5,13.32
26426,13.31
26426.5,13.29
26427,13.28
26427.5,13.25
26428,13.24
26428.5,13.25
26429,13.25
26429.5,13.27
26430,13.27
26430.5,13.29
26431,13.26
26431.5,13.26
26432,13.28
26432.5,13.27
26433,13.29
26433.5,13.33
26434,13.33
26434.5,13.33
26435,13.36
26435.5,13.34
26436,13.34
26436.5,13.37
26437,13.36
26437.5,13.37
26438,13.37
26438.5,13.37
26439,13.36
26439.5,13.36
26440,13.38
26440.5,13.36
26441,13.35
26441.5,13.37
26442,13.39
26442.5,13.40
26443,13.44
26443.5,13.44
26444,13.45
26444.5,13.45
26445,13.47
26445.5,13.50
26446,13.47
26446.5,13.47
26447,13.49
26447.5,13.50
26448,13.49
26448.5,13.51
26449,13.53
26449.5,13.53
26450,13.54
26450.5,13.55
26451,13.56
26451.5,13.56
26452,13.59
26452.5,13.61
26453,13.60
26453.5,13.57
26454,13.57
26454.5,13.56
26455,13.56
26455.5,13.58
26456,13.60
26456.5,13.60
26457,13.61
26457.5,13.64
26458,13.68
26458.5,13.71
26459,13.67
26459.5,13.63
26460,13.64
26460.5,13.62
26461,13.63
26461.5,13.64
26462,13.62
26462.5,13.62
26463,13.62
26463.5,13.59
26464,13.60
26464.5,13.62
26465,13.58
26465.5,13.59
26466,13.59
26466.5,13.58
26467,13.56
26467.5,13.55
26468,13.59
26468.5,13.59
26469,13.60
26469.5,13.61
26470,13.58
26470.5,13.57
26471,13.54
26471.5,13.55
26472,13.68
26472.5,13.66
26473,13.59
26473.5,13.53
26474,13.49
26474.5,13.47
26475,13.47
26475.5,13.44
26476,13.45
26476.5,13.45
26477,13.45
26477.5,13.48
26478,13.45
26478.5,13.44
26479,13.45
26479.5,13.46
26480,13.45
26480.5,13.50
26481,13.54
26481.5,13.54
26482,13.53
26482.5,13.50
26483,13.50
26483.5,13.52
26484,13.59
26484.5,13.57
26485,13.53
26485.5,13.50
26486,13.47
26486.5,13.44
26487,13.43
26487.5,13.41
26488,13.43
26488.5,13.44
26489,13.46
26489.5,13.46
26490,13.47
26490.5,13.44
26491,13.46
26491.5,13.49
26492,13.50
26492.5,13.50
26493,13.54
26493.5,13.53
26494,13.55
26494.5,13.55
26495,13.51
26495.5,13.50
26496,13.50
26496.5,13.48
26497,13.45
26497.5,13.44
26498,13.44
26498.5,13.41
26499,13.44
26499.5,13.42
26500,13.42
26500.5,13.40
26501,13.42
26501.5,13.42
26502,13.44
26502.5,13.46
26503,13.47
26503.5,13.44
26504,13.43
26504.5,13.43
26505,13.42
26505.5,13.41
26506,13.39
26506.5,13.37
26507,13.38
26507.5,13.41
26508,13.42
26508.5,13.40
26509,13.43
26509.5,13.46
26510,13.49
26510.5,13.49
26511,13.50
26511.5,13.48
26512,13.49
26512.5,13.48
26513,13.49
26513.5,13.49
26514,13.48
26514.5,13.46
26515,13.44
26515.5,13.46
26516,13.49
26516.5,13.51
26517,13.51
26517.5,13.51
26518,13.53
26518.5,13.52
26519,13.52
26519.5,13.53
26520,13.54
26520.5,13.53
26521,13.54
26521.5,13.54
26522,13.52
26522.5,13.54
26523,13.54
26523.5,13.54
26524,13.52
26524.5,13.53
26525,13.51
26525.5,13.51
26526,13.50
26526.5,13.54
26527,13.55
26527.5,13.54
26528,13.55
26528.5,13.54
26529,13.50
26529.5,13.50
26530,13.47
26530.5,13.49
26531,13.48
26531.5,13.48
26532,13.46
26532.5,13.47
26533,13.48
26533.5,13.45
26534,13.47
26534.5,13.51
26535,13.53
26535.5,13.56
26536,13.55
26536.5,13.54
26537,13.60
26537.5,13.60
26538,13.59
26538.5,13.58
26539,13.58
26539.5,13.58
26540,13.57
26540.5,13.56
26541,13.56
26541.5,13.55
26542,13.53
26542.5,13.55
26543,13.54
26543.5,13.52
26544,13.53
26544.5,13.51
26545,13.50
26545.5,13.47
26546,13.48
26546.5,13.50
26547,13.46
26547.5,13.48
26548,13.49
26548.5,13.49
26549,13.48
26549.5,13.48
26550,13.49
26550.5,13.48
26551,13.51
26551.5,13.49
26552,13.46
26552.5,13.44
26553,13.41
26553.5,13.37
26554,13.36
26554.5,13.34
26555,13.35
26555.5,13.34
26556,13.38
26556.5,13.38
26557,13.39
26557.5,13.38
26558,13.36
26558.5,13.34
26559,13.34
26559.5,13.37
26560,13.37
26560.5,13.39
26561,13.40
26561.5,13.44
26562,13.47
26562.5,13.48
26563,13.50
26563.5,13.54
26564,13.55
26564.5,13.57
26565,13.62
26565.5,13.60
26566,13.63
26566.5,13.64
26567,13.64
26567.5,13.64
26568,13.63
26568.5,13.62
26569,13.60
26569.5,13.61
26570,13.61
26570.5,13.61
26571,13.62
26571.5,13.64
26572,13.64
26572.5,13.67
26573,13.65
26573.5,13.59
26574,13.57
26574.5,13.58
26575,13.58
26575.5,13.59
26576,13.60
26576.5,13.58
26577,13.61
26577.5,13.63
26578,13.65
26578.5,13.68
26579,13.65
26579.5,13.66
26580,13.62
26580.5,13.68
26581,13.69
26581.5,13.71
26582,13.77
26582.5,13.81
26583,13.81
26583.5,13.83
26584,13.86
26584.5,13.87
26585,13.88
26585.5,13.90
26586,13.92
26586.5,13.90
26587,13.90
26587.5,13.93
26588,13.94
26588.5,13.93
26589,13.94
26589.5,13.96
26590,13.94
26590.5,13.96
26591,13.92
26591.5,13.93
26592,13.90
26592.5,13.91
26593,13.88
26593.5,13.88
26594,13.85
26594.5,13.87
26595,13.83
26595.5,13.83
26596,13.82
26596.5,13.82
26597,13.82
26597.5,13.84
26598,13.81
26598.5,13.83
26599,13.83
26599.5,13.80
26600,13.78
26600.5,13.78
26601,13.77
26601.5,13.75
26602,13.69
26602.5,13.70
26603,13.70
26603.5,13.68
26604,13.67
26604.5,13.71
26605,13.70
26605.5,13.69
26606,13.68
26606.5,13.66
26607,13.65
26607.5,13.69
26608,13.69
26608.5,13.78
26609,13.81
26609.5,13.77
26610,13.78
26610.5,13.89
26611,13.83
26611.5,13.80
26612,13.78
26612.5,13.76
26613,13.75
26613.5,13.75
26614,13.71
26614.5,13.78
26615,13.80
26615.5,13.78
26616,13.76
26616.5,13.72
26617,13.74
26617.5,13.72
26618,13.73
26618.5,13.72
26619,13.83
26619.5,13.80
26620,13.79
26620.5,13.79
26621,13.75
26621.5,13.76
26622,13.75
26622.5,13.74
26623,13.82
26623.5,13.78
26624,13.77
26624.5,13.75
26625,13.73
26625.5,13.69
26626,13.68
26626.5,13.69
26627,13.67
26627.5,13.67
26628,13.66
26628.5,13.67
26629,13.69
26629.5,13.68
26630,13.70
26630.5,13.68
26631,13.67
26631.5,13.65
26632,13.64
26632.5,13.64
26633,13.64
26633.5,13.65
26634,13.65
26634.5,13.66
26635,13.66
26635.5,13.69
26636,13.64
26636.5,13.63
26637,13.66
26637.5,13.67
26638,13.67
26638.5,13.62
26639,13.63
26639.5,13.60
26640,13.55
26640.5,13.58
26641,13.58
26641.5,13.58
26642,13.59
26642.5,13.58
26643,13.55
26643.5,13.55
26644,13.56
26644.5,13.58
26645,13.58
26645.5,13.59
26646,13.62
26646.5,13.67
26647,13.66
26647.5,13.67
26648,13.66
26648.5,13.65
26649,13.65
26649.5,13.64
26650,13.65
26650.5,13.62
26651,13.68
26651.5,13.67
26652,13.74
26652.5,13.76
26653,13.77
26653.5,13.76
26654,13.78
26654.5,13.78
26655,13.76
26655.5,13.78
26656,13.80
26656.5,13.77
26657,13.78
26657.5,13.79
26658,13.79
26658.5,13.81
26659,13.79
26659.5,13.76
26660,13.77
26660.5,13.73
26661,13.72
26661.5,13.74
26662,13.71
26662.5,13.71
26663,13.70
26663.5,13.70
26664,13.70
26664.5,13.72
26665,13.71
26665.5,13.68
26666,13.69
26666.5,13.68
26667,13.66
26667.5,13.64
26668,13.63
26668.5,13.65
26669,13.64
26669.5,13.63
26670,13.61
26670.5,13.62
26671,13.65
26671.5,13.63
26672,13.62
26672.5,13.64
26673,13.67
26673.5,13.68
26674,13.66
26674.5,13.67
26675,13.69
26675.5,13.72
26676,13.72
26676.5,13.72
26677,13.71
26677.5,13.71
26678,13.70
26678.5,13.71
26679,13.69
26679.5,13.69
26680,13.68
26680.5,13.69
26681,13.67
26681.5,13.66
26682,13.69
26682.5,13.70
26683,13.69
26683.5,13.68
26684,13.69
26684.5,13.76
26685,13.80
26685.5,13.82
26686,13.78
26686.5,13.78
26687,13.80
26687.5,13.83
26688,13.82
26688.5,13.83
26689,13.80
26689.5,13.76
26690,13.73
26690.5,13.71
26691,13.68
26691.5,13.67
26692,13.71
26692.5,13.64
26693,13.64
26693.5,13.64
26694,13.61
26694.5,13.63
26695,13.64
26695.5,13.65
26696,13.67
26696.5,13.64
26697,13.65
26697.5,13.65
26698,13.66
26698.5,13.67
26699,13.69
26699.5,13.71
26700,13.71
26700.5,13.71
26701,13.72
26701.5,13.75
26702,13.78
26702.5,13.79
26703,13.83
26703.5,13.83
26704,13.83
26704.5,13.82
26705,13.83
26705.5,13.83
26706,13.84
26706.5,13.84
26707,13.82
26707.5,13.83
26708,13.81
26708.5,13.81
26709,13.78
26709.5,13.79
26710,13.78
26710.5,13.78
26711,13.81
26711.5,13.79
26712,13.81
26712.5,13.81
26713,13.79
26713.5,13.80
26714,13.79
26714.5,13.84
26715,13.85
26715.5,13.87
26716,13.88
26716.5,13.87
26717,13.87
26717.5,13.87
26718,13.87
26718.5,13.92
26719,13.92
26719.5,13.95
26720,13.94
26720.5,13.93
26721,13.95
26721.5,13.98
26722,14.00
26722.5,13.96
26723,13.94
26723.5,13.95
26724,13.94
26724.5,13.94
26725,13.93
26725.5,13.92
26726,13.92
26726.5,13.94
26727,13.96
26727.5,13.95
26728,13.94
26728.5,13.97
26729,13.96
26729.5,13.98
26730,14.01
26730.5,13.99
26731,14.00
26731.5,13.98
26732,14.02
26732.5,14.00
26733,14.00
26733.5,14.01
26734,13.97
26734.5,13.99
26735,13.99
26735.5,13.97
26736,13.97
26736.5,13.97
26737,13.95
26737.5,13.97
26738,13.96
26738.5,13.95
26739,13.97
26739.5,13.97
26740,13.99
26740.5,13.99
26741,13.96
26741.5,13.93
26742,13.95
26742.5,13.96
26743,13.94
26743.5,13.93
26744,13.90
26744.5,13.90
26745,13.98
26745.5,13.96
26746,13.86
26746.5,13.84
26747,13.82
26747.5,13.87
26748,13.85
26748.5,13.84
26749,13.82
26749.5,13.82
26750,13.81
26750.5,13.81
26751,13.82
26751.5,13.81
26752,13.79
26752.5,13.82
26753,13.81
26753.5,13.82
26754,13.82
26754.5,13.82
26755,13.80
26755.5,13.77
26756,13.76
26756.5,13.75
26757,13.72
26757.5,13.67
26758,13.72
26758.5,13.77
26759,13.76
26759.5,13.77
26760,13.78
26760.5,13.82
26761,13.84
26761.5,13.84
26762,13.85
26762.5,13.83
26763,13.81
26763.5,13.81
26764,13.82
26764.5,13.80
26765,13.82
26765.5,13.85
26766,13.84
26766.5,13.88
26767,13.88
26767.5,13.90
26768,13.92
26768.5,13.91
26769,13.90
26769.5,13.90
26770,13.89
26770.5,13.91
26771,13.95
26771.5,13.97
26772,13.99
26772.5,13.97
26773,13.99
26773.5,13.98
26774,13.98
26774.5,13.98
26775,13.95
26775.5,13.95
26776,13.93
26776.5,13.93
26777,13.92
26777.5,13.90
26778,13.88
26778.5,13.88
26779,13.87
26779.5,13.87
26780,13.85
26780.5,13.87
26781,13.85
26781.5,13.83
26782,13.81
26782.5,13.83
26783,13.82
26783.5,13.78
26784,13.78
26784.5,13.80
26785,13.81
26785.5,13.81
26786,13.83
26786.5,13.84
26787,13.85
26787.5,13.89
26788,13.90
26788.5,13.89
26789,13.88
26789.5,13.89
26790,13.89
26790.5,13.89
26791,13.90
26791.5,13.90
26792,13.89
26792.5,13.90
26793,13.88
26793.5,13.87
26794,13.86
26794.5,13.82
26795,13.84
26795.5,13.84
26796,13.86
26796.5,13.89
26797,13.88
26797.5,13.90
26798,13.89
26798.5,13.88
26799,13.89
26799.5,13.85
26800,13.85
26800.5,13.84
26801,13.86
26801.5,13.86
26802,13.84
26802.5,13.85
26803,13.86
26803.5,13.86
26804,13.87
26804.5,13.88
26805,13.91
26805.5,13.92
26806,13.92
26806.5,13.93
26807,13.95
26807.5,13.95
26808,13.94
26808.5,13.97
26809,13.97
26809.5,13.96
26810,13.97
26810.5,13.96
26811,13.96
26811.5,13.94
26812,13.93
26812.5,13.93
26813,13.97
26813.5,13.95
26814,13.92
26814.5,13.91
26815,13.91
26815.5,13.97
26816,13.97
26816.5,13.98
26817,13.98
26817.5,13.96
26818,13.97
26818.5,13.99
26819,13.97
26819.5,13.97
26820,13.99
26820.5,14.00
26821,14.01
26821.5,14.00
26822,14.02
26822.5,14.02
26823,14.03
26823.5,14.02
26824,14.01
26824.5,14.01
26825,14.01
26825.5,13.99
26826,13.97
26826.5,13.95
26827,13.95
26827.5,13.96
26828,13.94
26828.5,13.96
26829,13.93
26829.5,13.92
26830,13.95
26830.5,13.93
26831,13.95
26831.5,13.97
26832,13.97
26832.5,13.98
26833,13.98
26833.5,13.95
26834,13.96
26834.5,13.94
26835,13.96
26835.5,13.95
26836,13.91
26836.5,13.97
26837,14.03
26837.5,14.04
26838,14.03
26838.5,14.04
26839,14.07
26839.5,14.08
26840,14.07
26840.5,14.06
26841,14.08
26841.5,14.08
26842,14.08
26842.5,14.10
26843,14.09
26843.5,14.09
26844,14.09
26844.5,14.10
26845,14.10
26845.5,14.11
26846,14.12
26846.5,14.12
26847,14.12
26847.5,14.13
26848,14.12
26848.5,14.11
26849,14.11
26849.5,14.12
26850,14.11
26850.5,14.12
26851,14.14
26851.5,14.15
26852,14.16
26852.5,14.15
26853,14.17
26853.5,14.20
26854,14.19
26854.5,14.19
26855,14.17
26855.5,14.18
26856,14.17
26856.5,14.16
26857,14.14
26857.5,14.12
26858,14.11
26858.5,14.09
26859,14.05
26859.5,14.03
26860,14.04
26860.5,14.04
26861,14.06
26861.5,14.06
26862,14.05
26862.5,14.07
26863,14.06
26863.5,14.06
26864,14.08
26864.5,14.08
26865,14.08
26865.5,14.11
26866,14.10
26866.5,14.11
26867,14.11
26867.5,14.10
26868,14.12
26868.5,14.13
26869,14.11
26869.5,14.11
26870,14.15
26870.5,14.15
26871,14.15
26871.5,14.15
26872,14.12
26872.5,14.15
26873,14.15
26873.5,14.14
26874,14.15
26874.5,14.14
26875,14.16
26875.5,14.18
26876,14.21
26876.5,14.22
26877,14.19
26877.5,14.21
26878,14.19
26878.5,14.17
26879,14.14
26879.5,14.13
26880,14.13
26880.5,14.15
26881,14.11
26881.5,14.11
26882,14.12
26882.5,14.11
26883,14.10
26883.5,14.12
26884,14.09
26884.5,14.06
26885,14.02
26885.5,14.01
26886,14.00
26886.5,13.97
26887,13.94
26887.5,14.00
26888,14.00
26888.5,13.98
26889,14.02
26889.5,14.01
26890,13.99
26890.5,14.00
26891,14.01
26891.5,14.02
26892,14.02
26892.5,14.01
26893,14.05
26893.5,14.06
26894,14.10
26894.5,14.11
26895,14.13
26895.5,14.14
26896,14.12
26896.5,14.06
26897,14.10
26897.5,14.17
26898,14.17
26898.5,14.18
26899,14.19
26899.5,14.20
26900,14.21
26900.5,14.27
26901,14.35
26901.5,14.32
26902,14.29
26902.5,14.26
26903,14.26
26903.5,14.23
26904,14.24
26904.5,14.25
26905,14.24
26905.5,14.21
26906,14.24
26906.5,14.23
26907,14.20
26907.5,14.22
26908,14.21
26908.5,14.19
26909,14.19
26909.5,14.23
26910,14.23
26910.5,14.21
26911,14.19
26911.5,14.21
26912,14.23
26912.5,14.22
26913,14.21
26913.5,14.20
26914,14.23
26914.5,14.21
26915,14.18
26915.5,14.19
26916,14.21
26916.5,14.21
26917,14.22
26917.5,14.21
26918,14.20
26918.5,14.21
26919,14.23
26919.5,14.22
26920,14.17
26920.5,14.17
26921,14.16
26921.5,14.15
26922,14.17
26922.5,14.19
26923,14.20
26923.5,14.18
26924,14.19
26924.5,14.18
26925,14.13
26925.5,14.14
26926,14.15
26926.5,14.14
26927,14.15
26927.5,14.14
26928,14.13
26928.5,14.14
26929,14.17
26929.5,14.13
26930,14.14
26930.5,14.13
26931,14.12
26931.5,14.10
26932,14.12
26932.5,14.12
26933,14.11
26933.5,14.11
26934,14.13
26934.5,14.15
26935,14.18
26935.5,14.21
26936,14.23
26936.5,14.25
26937,14.26
26937.5,14.28
26938,14.30
26938.5,14.32
26939,14.32
26939.5,14.33
26940,14.31
26940.5,14.31
26941,14.31
26941.5,14.31
26942,14.29
26942.5,14.31
26943,14.32
26943.5,14.28
26944,14.29
26944.5,14.30
26945,14.31
26945.5,14.30
26946,14.31
26946.5,14.33
26947,14.34
26947.5,14.36
26948,14.38
26948.5,14.35
26949,14.32
26949.5,14.35
26950,14.36
26950.5,14.38
26951,14.37
26951.5,14.36
26952,14.36
26952.5,14.37
26953,14.38
26953.5,14.37
26954,14.36
26954.5,14.33
26955,14.35
26955.5,14.36
26956,14.33
26956.5,14.36
26957,14.34
26957.5,14.36
26958,14.38
26958.5,14.38
26959,14.38
26959.5,14.35
26960,14.36
26960.5,14.37
26961,14.36
26961.5,14.34
26962,14.36
26962.5,14.37
26963,14.37
26963.5,14.37
26964,14.35
